time,angle1 data,angle2 data,angle1 solution,angle2 solution,angle1a data,angle2a data,angle1a solution,angle2a solution
71.75,0.052,0.105,-0.038,-0.034,0.044,-0.013,-0.03,0.02
71.8,0.035,0.105,-0.042,-0.038,0.027,-0.013,-0.04,0.03
71.85,0.035,0.122,-0.043,-0.038,0.027,0.004,-0.04,0.04
71.9,0.017,0.122,-0.041,-0.035,0.009,0.004,-0.04,0.04
71.95,0,0.122,-0.036,-0.03,-0.008,0.004,-0.04,0.04
72,0,0.14,-0.028,-0.023,-0.008,0.022,-0.04,0.03
72.05,-0.017,0.14,-0.018,-0.014,-0.025,0.022,-0.03,0.03
72.1,-0.017,0.14,-0.007,-0.004,-0.025,0.022,-0.02,0.02
72.15,-0.035,0.14,0.004,0.006,-0.043,0.022,-0.02,0.01
72.2,-0.035,0.14,0.015,0.016,-0.043,0.022,0,0
72.25,-0.035,0.14,0.025,0.024,-0.043,0.022,0.01,-0.01
72.3,-0.035,0.14,0.032,0.03,-0.043,0.022,0.02,-0.02
72.35,-0.035,0.14,0.037,0.033,-0.043,0.022,0.02,-0.03
72.4,-0.017,0.122,0.039,0.034,-0.025,0.004,0.03,-0.04
72.45,-0.017,0.122,0.037,0.032,-0.025,0.004,0.04,-0.04
72.5,0,0.105,0.033,0.027,-0.008,-0.013,0.04,-0.04
72.55,0.017,0.105,0.026,0.02,0.009,-0.013,0.04,-0.04
72.6,0.017,0.105,0.017,0.012,0.009,-0.013,0.03,-0.04
72.65,0.035,0.105,0.006,0.002,0.027,-0.013,0.03,-0.03
72.7,0.052,0.087,-0.005,-0.009,0.044,-0.031,0.02,-0.02
72.75,0.052,0.087,-0.016,-0.018,0.044,-0.031,0.01,-0.02
72.8,0.052,0.087,-0.026,-0.027,0.044,-0.031,0,0
72.85,0.052,0.105,-0.034,-0.033,0.044,-0.013,-0.01,0.01
72.9,0.052,0.105,-0.04,-0.037,0.044,-0.013,-0.02,0.02
72.95,0.035,0.105,-0.042,-0.039,0.027,-0.013,-0.03,0.02
73,0.035,0.122,-0.042,-0.037,0.027,0.004,-0.04,0.03
73.05,0.017,0.122,-0.038,-0.033,0.009,0.004,-0.04,0.04
73.1,0.017,0.122,-0.032,-0.026,0.009,0.004,-0.04,0.04
73.15,0,0.14,-0.023,-0.018,-0.008,0.022,-0.04,0.04
73.2,-0.017,0.14,-0.013,-0.008,-0.025,0.022,-0.04,0.03
73.25,-0.017,0.14,-0.002,0.002,-0.025,0.022,-0.03,0.03
73.3,-0.035,0.14,0.009,0.012,-0.043,0.022,-0.02,0.02
73.35,-0.035,0.14,0.019,0.021,-0.043,0.022,-0.01,0.01
73.4,-0.035,0.14,0.028,0.028,-0.043,0.022,0,0
73.45,-0.035,0.14,0.034,0.033,-0.043,0.022,0.01,-0.01
73.5,-0.035,0.14,0.037,0.035,-0.043,0.022,0.02,-0.02
73.55,-0.017,0.122,0.038,0.034,-0.025,0.004,0.03,-0.03
73.6,-0.017,0.122,0.035,0.03,-0.025,0.004,0.03,-0.04
73.65,0,0.105,0.029,0.024,-0.008,-0.013,0.04,-0.04
73.7,0.017,0.105,0.021,0.016,0.009,-0.013,0.04,-0.04
73.75,0.017,0.105,0.011,0.006,0.009,-0.013,0.04,-0.04
73.8,0.035,0.105,0,-0.005,0.027,-0.013,0.03,-0.04
73.85,0.035,0.087,-0.011,-0.015,0.027,-0.031,0.03,-0.03
73.9,0.052,0.087,-0.021,-0.024,0.044,-0.031,0.02,-0.02
73.95,0.052,0.087,-0.03,-0.032,0.044,-0.031,0.01,-0.02
74,0.052,0.105,-0.037,-0.037,0.044,-0.013,0,0
74.05,0.052,0.105,-0.041,-0.04,0.044,-0.013,-0.01,0.01
74.1,0.035,0.105,-0.042,-0.039,0.027,-0.013,-0.02,0.02
74.15,0.035,0.122,-0.04,-0.036,0.027,0.004,-0.03,0.02
74.2,0.017,0.122,-0.035,-0.03,0.009,0.004,-0.04,0.03
74.25,0.017,0.122,-0.027,-0.022,0.009,0.004,-0.04,0.04
74.3,0,0.14,-0.018,-0.012,-0.008,0.022,-0.04,0.04
74.35,-0.017,0.14,-0.007,-0.002,-0.025,0.022,-0.04,0.04
74.4,-0.017,0.14,0.004,0.009,-0.025,0.022,-0.04,0.03
74.45,-0.035,0.14,0.014,0.018,-0.043,0.022,-0.03,0.03
74.5,-0.035,0.14,0.023,0.026,-0.043,0.022,-0.02,0.02
74.55,-0.035,0.14,0.03,0.032,-0.043,0.022,-0.01,0.01
74.6,-0.035,0.14,0.035,0.036,-0.043,0.022,0,0
74.65,-0.035,0.14,0.037,0.036,-0.043,0.022,0.01,-0.01
74.7,-0.017,0.122,0.036,0.033,-0.025,0.004,0.02,-0.02
74.75,-0.017,0.122,0.031,0.028,-0.025,0.004,0.03,-0.03
74.8,0,0.105,0.025,0.02,-0.008,-0.013,0.03,-0.04
74.85,0.017,0.105,0.016,0.01,0.009,-0.013,0.04,-0.04
74.9,0.017,0.105,0.006,0,0.009,-0.013,0.04,-0.04
74.95,0.035,0.105,-0.005,-0.011,0.027,-0.013,0.04,-0.04
75,0.035,0.087,-0.016,-0.021,0.027,-0.031,0.03,-0.04
75.05,0.052,0.087,-0.025,-0.029,0.044,-0.031,0.03,-0.03
75.1,0.052,0.087,-0.033,-0.036,0.044,-0.031,0.02,-0.02
75.15,0.052,0.105,-0.038,-0.04,0.044,-0.013,0.01,-0.01
75.2,0.052,0.105,-0.04,-0.041,0.044,-0.013,0,0
75.25,0.035,0.105,-0.04,-0.039,0.027,-0.013,-0.01,0.01
75.3,0.035,0.105,-0.036,-0.034,0.027,-0.013,-0.02,0.02
75.35,0.017,0.122,-0.03,-0.026,0.009,0.004,-0.03,0.03
75.4,0.017,0.122,-0.022,-0.017,0.009,0.004,-0.04,0.03
75.45,0,0.14,-0.012,-0.007,-0.008,0.022,-0.04,0.04
75.5,-0.017,0.14,-0.001,0.004,-0.025,0.022,-0.04,0.04
75.55,-0.017,0.14,0.009,0.015,-0.025,0.022,-0.04,0.04
75.6,-0.035,0.14,0.019,0.024,-0.043,0.022,-0.04,0.03
75.65,-0.035,0.14,0.027,0.031,-0.043,0.022,-0.03,0.03
75.7,-0.035,0.14,0.032,0.036,-0.043,0.022,-0.02,0.02
75.75,-0.035,0.14,0.035,0.037,-0.043,0.022,-0.01,0.01
75.8,-0.035,0.14,0.035,0.036,-0.043,0.022,0,0
75.85,-0.017,0.122,0.033,0.032,-0.025,0.004,0.01,-0.01
75.9,-0.017,0.122,0.027,0.025,-0.025,0.004,0.02,-0.02
75.95,0,0.122,0.019,0.016,-0.008,0.004,0.03,-0.03
76,0,0.105,0.01,0.005,-0.008,-0.013,0.03,-0.04
76.05,0.017,0.105,-0.001,-0.006,0.009,-0.013,0.04,-0.04
76.1,0.035,0.105,-0.011,-0.017,0.027,-0.013,0.04,-0.04
76.15,0.035,0.087,-0.021,-0.026,0.027,-0.031,0.04,-0.04
76.2,0.052,0.087,-0.029,-0.034,0.044,-0.031,0.03,-0.04
76.25,0.052,0.087,-0.035,-0.039,0.044,-0.031,0.03,-0.03
76.3,0.052,0.105,-0.039,-0.042,0.044,-0.013,0.02,-0.02
76.35,0.052,0.105,-0.039,-0.041,0.044,-0.013,0.01,-0.01
76.4,0.035,0.105,-0.037,-0.037,0.027,-0.013,0,0
76.45,0.035,0.105,-0.032,-0.031,0.027,-0.013,-0.01,0.01
76.5,0.017,0.122,-0.025,-0.022,0.009,0.004,-0.02,0.02
76.55,0.017,0.122,-0.016,-0.012,0.009,0.004,-0.03,0.03
76.6,0,0.14,-0.006,-0.001,-0.008,0.022,-0.04,0.03
76.65,0,0.14,0.005,0.01,-0.008,0.022,-0.04,0.04
76.7,-0.017,0.14,0.014,0.02,-0.025,0.022,-0.04,0.04
76.75,-0.035,0.14,0.023,0.028,-0.043,0.022,-0.04,0.04
76.8,-0.035,0.14,0.029,0.034,-0.043,0.022,-0.04,0.03
76.85,-0.035,0.14,0.033,0.038,-0.043,0.022,-0.03,0.03
76.9,-0.035,0.14,0.035,0.038,-0.043,0.022,-0.02,0.02
76.95,-0.035,0.14,0.033,0.035,-0.043,0.022,-0.01,0.01
77,-0.017,0.122,0.029,0.029,-0.025,0.004,0,0
77.05,-0.017,0.122,0.022,0.021,-0.025,0.004,0.01,-0.01
77.1,0,0.122,0.013,0.011,-0.008,0.004,0.02,-0.02
77.15,0,0.105,0.003,0,-0.008,-0.013,0.03,-0.03
77.2,0.017,0.105,-0.007,-0.011,0.009,-0.013,0.03,-0.04
77.25,0.035,0.105,-0.017,-0.022,0.027,-0.013,0.04,-0.04
77.3,0.035,0.087,-0.025,-0.031,0.027,-0.031,0.04,-0.04
77.35,0.052,0.087,-0.032,-0.038,0.044,-0.031,0.04,-0.04
77.4,0.052,0.087,-0.037,-0.042,0.044,-0.031,0.03,-0.04
77.45,0.052,0.087,-0.038,-0.043,0.044,-0.031,0.03,-0.03
77.5,0.052,0.105,-0.037,-0.041,0.044,-0.013,0.02,-0.02
77.55,0.052,0.105,-0.034,-0.035,0.044,-0.013,0.01,-0.01
77.6,0.035,0.105,-0.027,-0.028,0.027,-0.013,0,0
77.65,0.035,0.122,-0.019,-0.018,0.027,0.004,-0.01,0.01
77.7,0.017,0.122,-0.009,-0.007,0.009,0.004,-0.02,0.02
77.75,0,0.14,0.001,0.004,-0.008,0.022,-0.03,0.03
77.8,0,0.14,0.011,0.015,-0.008,0.022,-0.04,0.03
77.85,-0.017,0.14,0.019,0.025,-0.025,0.022,-0.04,0.04
77.9,-0.017,0.14,0.027,0.032,-0.025,0.022,-0.04,0.04
77.95,-0.035,0.14,0.032,0.037,-0.043,0.022,-0.04,0.04
78,-0.035,0.14,0.034,0.039,-0.043,0.022,-0.04,0.03
78.05,-0.035,0.14,0.033,0.037,-0.043,0.022,-0.03,0.03
78.1,-0.035,0.14,0.03,0.033,-0.043,0.022,-0.02,0.02
78.15,-0.017,0.122,0.024,0.026,-0.025,0.004,-0.01,0.01
78.2,-0.017,0.122,0.016,0.017,-0.025,0.004,0,0
78.25,0,0.122,0.007,0.006,-0.008,0.004,0.01,-0.01
78.3,0,0.105,-0.003,-0.006,-0.008,-0.013,0.02,-0.02
78.35,0.017,0.105,-0.013,-0.017,0.009,-0.013,0.03,-0.03
78.4,0.035,0.105,-0.022,-0.027,0.027,-0.013,0.03,-0.04
78.45,0.035,0.087,-0.03,-0.035,0.027,-0.031,0.04,-0.04
78.5,0.035,0.087,-0.035,-0.04,0.027,-0.031,0.04,-0.04
78.55,0.052,0.087,-0.038,-0.043,0.044,-0.031,0.04,-0.04
78.6,0.052,0.087,-0.038,-0.043,0.044,-0.031,0.03,-0.04
78.65,0.052,0.105,-0.035,-0.039,0.044,-0.013,0.03,-0.03
78.7,0.052,0.105,-0.029,-0.032,0.044,-0.013,0.02,-0.02
78.75,0.035,0.105,-0.022,-0.024,0.027,-0.013,0.01,-0.01
78.8,0.035,0.122,-0.013,-0.013,0.027,0.004,0,0
78.85,0.017,0.122,-0.003,-0.002,0.009,0.004,-0.01,0.01
78.9,0,0.14,0.007,0.01,-0.008,0.022,-0.02,0.02
78.95,0,0.14,0.016,0.02,-0.008,0.022,-0.03,0.03
79,-0.017,0.14,0.024,0.029,-0.025,0.022,-0.04,0.03
79.05,-0.017,0.14,0.03,0.035,-0.025,0.022,-0.04,0.04
79.1,-0.035,0.14,0.033,0.039,-0.043,0.022,-0.04,0.04
79.15,-0.035,0.14,0.033,0.039,-0.043,0.022,-0.04,0.04
79.2,-0.035,0.14,0.031,0.036,-0.043,0.022,-0.04,0.03
79.25,-0.035,0.14,0.026,0.03,-0.043,0.022,-0.03,0.03
79.3,-0.017,0.122,0.019,0.022,-0.025,0.004,-0.02,0.02
79.35,-0.017,0.122,0.01,0.012,-0.025,0.004,-0.01,0.01
79.4,0,0.122,0,0.001,-0.008,0.004,0,0
79.45,0,0.105,-0.01,-0.011,-0.008,-0.013,0.01,-0.01
79.5,0.017,0.105,-0.019,-0.022,0.009,-0.013,0.02,-0.02
79.55,0.017,0.105,-0.027,-0.031,0.009,-0.013,0.03,-0.03
79.6,0.035,0.087,-0.033,-0.038,0.027,-0.031,0.03,-0.04
79.65,0.035,0.087,-0.037,-0.042,0.027,-0.031,0.04,-0.04
79.7,0.052,0.087,-0.038,-0.043,0.044,-0.031,0.04,-0.04
79.75,0.052,0.087,-0.036,-0.041,0.044,-0.031,0.04,-0.04
79.8,0.052,0.105,-0.031,-0.036,0.044,-0.013,0.03,-0.04
79.85,0.052,0.105,-0.025,-0.029,0.044,-0.013,0.03,-0.03
79.9,0.035,0.105,-0.016,-0.019,0.027,-0.013,0.02,-0.02
79.95,0.035,0.122,-0.006,-0.008,0.027,0.004,0.01,-0.01
80,0.017,0.122,0.004,0.003,0.009,0.004,0,0
80.05,0,0.14,0.013,0.015,-0.008,0.022,-0.01,0.01
80.1,0,0.14,0.022,0.024,-0.008,0.022,-0.02,0.02
80.15,-0.017,0.14,0.028,0.032,-0.025,0.022,-0.03,0.03
80.2,-0.017,0.14,0.032,0.037,-0.025,0.022,-0.04,0.03
80.25,-0.035,0.14,0.034,0.039,-0.043,0.022,-0.04,0.04
80.3,-0.035,0.14,0.032,0.038,-0.043,0.022,-0.04,0.04
80.35,-0.035,0.14,0.028,0.034,-0.043,0.022,-0.04,0.04
80.4,-0.035,0.14,0.022,0.027,-0.043,0.022,-0.04,0.03
80.45,-0.017,0.122,0.013,0.018,-0.025,0.004,-0.03,0.03
80.5,-0.017,0.122,0.004,0.007,-0.025,0.004,-0.02,0.02
80.55,0,0.122,-0.006,-0.005,-0.008,0.004,-0.01,0.01
80.6,0,0.105,-0.016,-0.016,-0.008,-0.013,0,0
80.65,0.017,0.105,-0.025,-0.026,0.009,-0.013,0.01,-0.01
80.7,0.017,0.105,-0.032,-0.034,0.009,-0.013,0.02,-0.02
80.75,0.035,0.087,-0.036,-0.04,0.027,-0.031,0.03,-0.03
80.8,0.035,0.087,-0.038,-0.043,0.027,-0.031,0.03,-0.04
80.85,0.052,0.087,-0.037,-0.043,0.044,-0.031,0.04,-0.04
80.9,0.052,0.087,-0.034,-0.039,0.044,-0.031,0.04,-0.04
80.95,0.052,0.105,-0.027,-0.033,0.044,-0.013,0.04,-0.04
81,0.052,0.105,-0.019,-0.024,0.044,-0.013,0.03,-0.04
81.05,0.035,0.105,-0.01,-0.014,0.027,-0.013,0.03,-0.03
81.1,0.035,0.122,0,-0.003,0.027,0.004,0.02,-0.02
81.15,0.017,0.122,0.01,0.009,0.009,0.004,0.01,-0.01
81.2,0.017,0.14,0.019,0.019,0.009,0.022,0,0
81.25,0,0.14,0.027,0.028,-0.008,0.022,-0.01,0.01
81.3,-0.017,0.14,0.032,0.034,-0.025,0.022,-0.02,0.02
81.35,-0.017,0.14,0.034,0.038,-0.025,0.022,-0.03,0.03
81.4,-0.035,0.14,0.034,0.038,-0.043,0.022,-0.04,0.03
81.45,-0.035,0.14,0.031,0.036,-0.043,0.022,-0.04,0.04
81.5,-0.035,0.14,0.025,0.03,-0.043,0.022,-0.04,0.04
81.55,-0.035,0.14,0.017,0.022,-0.043,0.022,-0.04,0.04
81.6,-0.017,0.122,0.008,0.012,-0.025,0.004,-0.04,0.03
81.65,-0.017,0.122,-0.003,0.001,-0.025,0.004,-0.03,0.03
81.7,-0.017,0.122,-0.013,-0.01,-0.025,0.004,-0.02,0.02
81.75,0,0.105,-0.022,-0.02,-0.008,-0.013,-0.01,0.01
81.8,0.017,0.105,-0.03,-0.03,0.009,-0.013,0,0
81.85,0.017,0.105,-0.035,-0.037,0.009,-0.013,0.01,-0.01
81.9,0.035,0.087,-0.038,-0.041,0.027,-0.031,0.02,-0.02
81.95,0.035,0.087,-0.039,-0.042,0.027,-0.031,0.03,-0.03
82,0.052,0.087,-0.036,-0.041,0.044,-0.031,0.03,-0.04
82.05,0.052,0.087,-0.031,-0.036,0.044,-0.031,0.04,-0.04
82.1,0.052,0.105,-0.023,-0.029,0.044,-0.013,0.04,-0.04
82.15,0.052,0.105,-0.014,-0.019,0.044,-0.013,0.04,-0.04
82.2,0.035,0.105,-0.004,-0.009,0.027,-0.013,0.03,-0.04
82.25,0.035,0.122,0.007,0.003,0.027,0.004,0.03,-0.03
82.3,0.017,0.122,0.016,0.013,0.009,0.004,0.02,-0.02
82.35,0.017,0.122,0.025,0.023,0.009,0.004,0.01,-0.01
82.4,0,0.14,0.031,0.031,-0.008,0.022,0,0
82.45,-0.017,0.14,0.034,0.036,-0.025,0.022,-0.01,0.01
82.5,-0.017,0.14,0.035,0.038,-0.025,0.022,-0.02,0.02
82.55,-0.017,0.14,0.033,0.037,-0.025,0.022,-0.03,0.03
82.6,-0.035,0.14,0.028,0.033,-0.043,0.022,-0.04,0.03
82.65,-0.035,0.14,0.021,0.026,-0.043,0.022,-0.04,0.04
82.7,-0.035,0.14,0.012,0.017,-0.043,0.022,-0.04,0.04
82.75,-0.017,0.122,0.001,0.007,-0.025,0.004,-0.04,0.04
82.8,-0.017,0.122,-0.009,-0.004,-0.025,0.004,-0.04,0.03
82.85,-0.017,0.122,-0.019,-0.015,-0.025,0.004,-0.03,0.03
82.9,0,0.105,-0.028,-0.025,-0.008,-0.013,-0.02,0.02
82.95,0.017,0.105,-0.034,-0.033,0.009,-0.013,-0.01,0.01
83,0.017,0.105,-0.039,-0.038,0.009,-0.013,0,0
83.05,0.035,0.087,-0.04,-0.041,0.027,-0.031,0.01,-0.01
83.1,0.035,0.087,-0.038,-0.041,0.027,-0.031,0.02,-0.02
83.15,0.035,0.087,-0.034,-0.038,0.027,-0.031,0.03,-0.03
83.2,0.052,0.087,-0.027,-0.032,0.044,-0.031,0.03,-0.04
83.25,0.052,0.105,-0.018,-0.024,0.044,-0.013,0.04,-0.04
83.3,0.052,0.105,-0.008,-0.014,0.044,-0.013,0.04,-0.04
83.35,0.035,0.105,0.003,-0.003,0.027,-0.013,0.04,-0.04
83.4,0.035,0.122,0.013,0.008,0.027,0.004,0.03,-0.04
83.45,0.017,0.122,0.022,0.018,0.009,0.004,0.03,-0.03
83.5,0.017,0.122,0.029,0.026,0.009,0.004,0.02,-0.02
83.55,0,0.14,0.034,0.033,-0.008,0.022,0.01,-0.01
83.6,0,0.14,0.036,0.036,-0.008,0.022,0,0
83.65,-0.017,0.14,0.035,0.037,-0.025,0.022,-0.01,0.01
83.7,-0.017,0.14,0.031,0.034,-0.025,0.022,-0.02,0.02
83.75,-0.035,0.14,0.025,0.029,-0.043,0.022,-0.03,0.03
83.8,-0.035,0.14,0.016,0.021,-0.043,0.022,-0.04,0.03
83.85,-0.035,0.14,0.006,0.012,-0.043,0.022,-0.04,0.04
83.9,-0.017,0.14,-0.004,0.001,-0.025,0.022,-0.04,0.04
83.95,-0.017,0.122,-0.015,-0.01,-0.025,0.004,-0.04,0.04
84,-0.017,0.122,-0.025,-0.02,-0.025,0.004,-0.04,0.03
84.05,0,0.105,-0.033,-0.028,-0.008,-0.013,-0.03,0.03
84.1,0.017,0.105,-0.038,-0.035,0.009,-0.013,-0.02,0.02
84.15,0.017,0.105,-0.041,-0.039,0.009,-0.013,-0.01,0.01
84.2,0.035,0.087,-0.04,-0.04,0.027,-0.031,0,0
84.25,0.035,0.087,-0.037,-0.039,0.027,-0.031,0.01,-0.01
84.3,0.035,0.087,-0.031,-0.034,0.027,-0.031,0.02,-0.02
84.35,0.052,0.087,-0.023,-0.027,0.044,-0.031,0.03,-0.03
84.4,0.052,0.105,-0.013,-0.018,0.044,-0.013,0.03,-0.04
84.45,0.052,0.105,-0.002,-0.008,0.044,-0.013,0.04,-0.04
84.5,0.035,0.105,0.009,0.003,0.027,-0.013,0.04,-0.04
84.55,0.035,0.122,0.019,0.013,0.027,0.004,0.04,-0.04
84.6,0.017,0.122,0.027,0.022,0.009,0.004,0.03,-0.04
84.65,0.017,0.122,0.033,0.029,0.009,0.004,0.03,-0.03
84.7,0,0.14,0.037,0.034,-0.008,0.022,0.02,-0.02
84.75,0,0.14,0.037,0.036,-0.008,0.022,0.01,-0.01
84.8,-0.017,0.14,0.035,0.034,-0.025,0.022,0,0
84.85,-0.017,0.14,0.029,0.03,-0.025,0.022,-0.01,0.01
84.9,-0.035,0.14,0.021,0.024,-0.043,0.022,-0.02,0.02
84.95,-0.035,0.14,0.012,0.015,-0.043,0.022,-0.03,0.03
85,-0.035,0.14,0.001,0.006,-0.043,0.022,-0.04,0.03
85.05,-0.017,0.14,-0.01,-0.005,-0.025,0.022,-0.04,0.04
85.1,-0.017,0.122,-0.021,-0.015,-0.025,0.004,-0.04,0.04
85.15,-0.017,0.122,-0.03,-0.024,-0.025,0.004,-0.04,0.04
85.2,0,0.105,-0.037,-0.032,-0.008,-0.013,-0.04,0.03
85.25,0,0.105,-0.041,-0.037,-0.008,-0.013,-0.03,0.03
85.3,0.017,0.105,-0.042,-0.039,0.009,-0.013,-0.02,0.02
85.35,0.035,0.087,-0.04,-0.039,0.027,-0.031,-0.01,0.01
85.4,0.035,0.087,-0.035,-0.035,0.027,-0.031,0,0
85.45,0.035,0.087,-0.028,-0.029,0.027,-0.031,0.01,-0.01
85.5,0.052,0.087,-0.018,-0.021,0.044,-0.031,0.02,-0.02
85.55,0.052,0.105,-0.008,-0.012,0.044,-0.013,0.03,-0.03
85.6,0.052,0.105,0.003,-0.001,0.044,-0.013,0.03,-0.04
85.65,0.035,0.105,0.014,0.009,0.027,-0.013,0.04,-0.04
85.7,0.035,0.122,0.024,0.018,0.027,0.004,0.04,-0.04
85.75,0.017,0.122,0.031,0.026,0.009,0.004,0.04,-0.04
85.8,0.017,0.122,0.036,0.031,0.009,0.004,0.03,-0.04
85.85,0,0.14,0.038,0.034,-0.008,0.022,0.03,-0.03
85.9,0,0.14,0.037,0.034,-0.008,0.022,0.02,-0.02
85.95,-0.017,0.14,0.033,0.031,-0.025,0.022,0.01,-0.01
86,-0.017,0.14,0.026,0.026,-0.025,0.022,0,0
86.05,-0.035,0.14,0.017,0.018,-0.043,0.022,-0.01,0.01
86.1,-0.035,0.14,0.006,0.009,-0.043,0.022,-0.02,0.02
86.15,-0.035,0.14,-0.005,-0.001,-0.043,0.022,-0.03,0.03
86.2,-0.017,0.14,-0.016,-0.011,-0.025,0.022,-0.04,0.03
86.25,-0.017,0.122,-0.026,-0.02,-0.025,0.004,-0.04,0.04
86.3,-0.017,0.122,-0.034,-0.028,-0.025,0.004,-0.04,0.04
86.35,0,0.105,-0.04,-0.034,-0.008,-0.013,-0.04,0.04
86.4,0,0.105,-0.043,-0.038,-0.008,-0.013,-0.04,0.03
86.45,0.017,0.105,-0.042,-0.038,0.009,-0.013,-0.03,0.03
86.5,0.017,0.087,-0.039,-0.036,0.009,-0.031,-0.02,0.02
86.55,0.035,0.087,-0.033,-0.031,0.027,-0.031,-0.01,0.01
86.6,0.035,0.087,-0.024,-0.024,0.027,-0.031,0,0
86.65,0.035,0.087,-0.014,-0.015,0.027,-0.031,0.01,-0.01
86.7,0.052,0.105,-0.002,-0.005,0.044,-0.013,0.02,-0.02
86.75,0.035,0.105,0.009,0.005,0.027,-0.013,0.03,-0.03
86.8,0.035,0.105,0.019,0.014,0.027,-0.013,0.03,-0.04
86.85,0.035,0.122,0.028,0.023,0.027,0.004,0.04,-0.04
86.9,0.017,0.122,0.035,0.029,0.009,0.004,0.04,-0.04
86.95,0.017,0.122,0.038,0.033,0.009,0.004,0.04,-0.04
87,0,0.14,0.039,0.034,-0.008,0.022,0.03,-0.04
87.05,0,0.14,0.036,0.032,-0.008,0.022,0.02,-0.03
87.1,-0.017,0.14,0.031,0.028,-0.025,0.022,0.02,-0.02
87.15,-0.017,0.14,0.022,0.021,-0.025,0.022,0.01,-0.01
87.2,-0.017,0.14,0.012,0.012,-0.025,0.022,0,0
87.25,-0.035,0.14,0.001,0.003,-0.043,0.022,-0.01,0.01
87.3,-0.035,0.14,-0.01,-0.007,-0.043,0.022,-0.02,0.02
87.35,-0.017,0.14,-0.021,-0.017,-0.025,0.022,-0.03,0.03
87.4,-0.017,0.122,-0.03,-0.025,-0.025,0.004,-0.04,0.03
87.45,-0.017,0.122,-0.037,-0.032,-0.025,0.004,-0.04,0.04
87.5,0,0.105,-0.042,-0.036,-0.008,-0.013,-0.04,0.04
87.55,0,0.105,-0.043,-0.038,-0.008,-0.013,-0.04,0.04
87.6,0.017,0.105,-0.042,-0.037,0.009,-0.013,-0.04,0.03
87.65,0.017,0.087,-0.037,-0.033,0.009,-0.031,-0.03,0.03
87.7,0.035,0.087,-0.029,-0.026,0.027,-0.031,-0.02,0.02
87.75,0.035,0.087,-0.02,-0.018,0.027,-0.031,-0.01,0.01
87.8,0.035,0.087,-0.009,-0.009,0.027,-0.031,0,0
87.85,0.052,0.087,0.003,0.001,0.044,-0.031,0.01,-0.01
87.9,0.035,0.105,0.014,0.011,0.027,-0.013,0.02,-0.02
87.95,0.035,0.105,0.024,0.02,0.027,-0.013,0.03,-0.03
88,0.035,0.105,0.032,0.027,0.027,-0.013,0.03,-0.04
88.05,0.017,0.122,0.037,0.031,0.009,0.004,0.04,-0.04
88.1,0.017,0.122,0.039,0.034,0.009,0.004,0.04,-0.04
88.15,0,0.14,0.038,0.033,-0.008,0.022,0.04,-0.04
88.2,0,0.14,0.034,0.029,-0.008,0.022,0.03,-0.04
88.25,-0.017,0.14,0.027,0.023,-0.025,0.022,0.02,-0.03
88.3,-0.017,0.14,0.018,0.015,-0.025,0.022,0.02,-0.02
88.35,-0.017,0.14,0.008,0.006,-0.025,0.022,0.01,-0.01
88.4,-0.035,0.14,-0.004,-0.004,-0.043,0.022,0,0
88.45,-0.035,0.14,-0.015,-0.014,-0.043,0.022,-0.02,0.01
88.5,-0.017,0.14,-0.025,-0.023,-0.025,0.022,-0.02,0.02
88.55,-0.017,0.122,-0.034,-0.03,-0.025,0.004,-0.03,0.03
88.6,-0.017,0.122,-0.04,-0.035,-0.025,0.004,-0.04,0.03
88.65,0,0.122,-0.043,-0.038,-0.008,0.004,-0.04,0.04
88.7,0,0.105,-0.043,-0.037,-0.008,-0.013,-0.04,0.04
88.75,0.017,0.105,-0.04,-0.034,0.009,-0.013,-0.04,0.04
88.8,0.017,0.105,-0.034,-0.029,0.009,-0.013,-0.04,0.03
88.85,0.035,0.087,-0.025,-0.021,0.027,-0.031,-0.03,0.02
88.9,0.035,0.087,-0.015,-0.012,0.027,-0.031,-0.02,0.02
88.95,0.035,0.087,-0.003,-0.002,0.027,-0.031,-0.01,0.01
89,0.035,0.087,0.008,0.008,0.027,-0.031,0,0
89.05,0.035,0.105,0.019,0.017,0.027,-0.013,0.01,-0.02
89.1,0.035,0.105,0.028,0.025,0.027,-0.013,0.02,-0.02
89.15,0.035,0.105,0.034,0.03,0.027,-0.013,0.03,-0.03
89.2,0.035,0.122,0.038,0.033,0.027,0.004,0.03,-0.04
89.25,0.017,0.122,0.039,0.034,0.009,0.004,0.04,-0.04
89.3,0,0.14,0.037,0.031,-0.008,0.022,0.04,-0.04
89.35,0,0.14,0.031,0.026,-0.008,0.022,0.04,-0.04
89.4,-0.017,0.14,0.023,0.018,-0.025,0.022,0.03,-0.04
89.45,-0.017,0.14,0.013,0.009,-0.025,0.022,0.02,-0.03
89.5,-0.017,0.14,0.002,0,-0.025,0.022,0.02,-0.02
89.55,-0.017,0.14,-0.009,-0.01,-0.025,0.022,0.01,-0.01
89.6,-0.035,0.14,-0.02,-0.02,-0.043,0.022,-0.01,0
89.65,-0.017,0.14,-0.029,-0.028,-0.025,0.022,-0.02,0.01
89.7,-0.017,0.122,-0.037,-0.034,-0.025,0.004,-0.02,0.02
89.75,-0.017,0.122,-0.041,-0.037,-0.025,0.004,-0.03,0.03
89.8,0,0.122,-0.043,-0.038,-0.008,0.004,-0.04,0.03
