Time (s),_1 Data,_2 Data,_1 Solution,_2 Solution,,,,,,,,,,,
74.68,-0.043,0.022,0.01,-0.01,,,,,,,,,,,
74.73,-0.025,0.004,0.02,-0.02,,,,,,,,,,,
74.78,-0.025,0.004,0.03,-0.03,,,,,,,,,,,
74.83,-0.008,-0.013,0.03,-0.04,,,,,,,,,,,
74.88,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
74.93,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
74.98,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
75.03,0.027,-0.031,0.03,-0.04,,,,,,,,,,,
75.08,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
75.13,0.044,-0.031,0.02,-0.02,,,,,,,,,,,
75.18,0.044,-0.013,0.01,-0.01,,,,,,,,,,,
75.23,0.044,-0.013,0,0,,,,,,,,,,,
75.28,0.027,-0.013,-0.01,0.01,,,,,,,,,,,
75.33,0.027,-0.013,-0.02,0.02,,,,,,,,,,,
75.38,0.009,0.004,-0.03,0.03,,,,,,,,,,,
75.43,0.009,0.004,-0.04,0.03,,,,,,,,,,,
75.48,-0.008,0.022,-0.04,0.04,,,,,,,,,,,
75.53,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
75.58,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
75.63,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
75.68,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
75.73,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
75.78,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
75.83,-0.043,0.022,0,0,,,,,,,,,,,
75.88,-0.025,0.004,0.01,-0.01,,,,,,,,,,,
75.93,-0.025,0.004,0.02,-0.02,,,,,,,,,,,
75.98,-0.008,0.004,0.03,-0.03,,,,,,,,,,,
76.03,-0.008,-0.013,0.03,-0.04,,,,,,,,,,,
76.08,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
76.13,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
76.18,0.027,-0.031,0.04,-0.04,,,,,,,,,,,
76.23,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
76.28,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
76.33,0.044,-0.013,0.02,-0.02,,,,,,,,,,,
76.38,0.044,-0.013,0.01,-0.01,,,,,,,,,,,
76.43,0.027,-0.013,0,0,,,,,,,,,,,
76.48,0.027,-0.013,-0.01,0.01,,,,,,,,,,,
76.53,0.009,0.004,-0.02,0.02,,,,,,,,,,,
76.58,0.009,0.004,-0.03,0.03,,,,,,,,,,,
76.63,-0.008,0.022,-0.04,0.03,,,,,,,,,,,
76.68,-0.008,0.022,-0.04,0.04,,,,,,,,,,,
76.73,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
76.78,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
76.83,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
76.88,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
76.93,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
76.98,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
77.03,-0.025,0.004,0,0,,,,,,,,,,,
77.08,-0.025,0.004,0.01,-0.01,,,,,,,,,,,
77.13,-0.008,0.004,0.02,-0.02,,,,,,,,,,,
77.18,-0.008,-0.013,0.03,-0.03,,,,,,,,,,,
77.23,0.009,-0.013,0.03,-0.04,,,,,,,,,,,
77.28,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
77.33,0.027,-0.031,0.04,-0.04,,,,,,,,,,,
77.38,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
77.43,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
77.48,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
77.53,0.044,-0.013,0.02,-0.02,,,,,,,,,,,
77.58,0.044,-0.013,0.01,-0.01,,,,,,,,,,,
77.63,0.027,-0.013,0,0,,,,,,,,,,,
77.68,0.027,0.004,-0.01,0.01,,,,,,,,,,,
77.73,0.009,0.004,-0.02,0.02,,,,,,,,,,,
77.78,-0.008,0.022,-0.03,0.03,,,,,,,,,,,
77.83,-0.008,0.022,-0.04,0.03,,,,,,,,,,,
77.88,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
77.93,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
77.98,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
78.03,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
78.08,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
78.13,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
78.18,-0.025,0.004,-0.01,0.01,,,,,,,,,,,
78.23,-0.025,0.004,0,0,,,,,,,,,,,
78.28,-0.008,0.004,0.01,-0.01,,,,,,,,,,,
78.33,-0.008,-0.013,0.02,-0.02,,,,,,,,,,,
78.38,0.009,-0.013,0.03,-0.03,,,,,,,,,,,
78.43,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
78.48,0.027,-0.031,0.04,-0.04,,,,,,,,,,,
78.53,0.027,-0.031,0.04,-0.04,,,,,,,,,,,
78.58,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
78.63,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
78.68,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
78.73,0.044,-0.013,0.02,-0.02,,,,,,,,,,,
78.78,0.027,-0.013,0.01,-0.01,,,,,,,,,,,
78.83,0.027,0.004,0,0,,,,,,,,,,,
78.88,0.009,0.004,-0.01,0.01,,,,,,,,,,,
78.93,-0.008,0.022,-0.02,0.02,,,,,,,,,,,
78.98,-0.008,0.022,-0.03,0.03,,,,,,,,,,,
79.03,-0.025,0.022,-0.04,0.03,,,,,,,,,,,
79.08,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
79.13,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
79.18,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
79.23,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
79.28,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
79.33,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
79.38,-0.025,0.004,-0.01,0.01,,,,,,,,,,,
79.43,-0.008,0.004,0,0,,,,,,,,,,,
79.48,-0.008,-0.013,0.01,-0.01,,,,,,,,,,,
79.53,0.009,-0.013,0.02,-0.02,,,,,,,,,,,
79.58,0.009,-0.013,0.03,-0.03,,,,,,,,,,,
79.63,0.027,-0.031,0.03,-0.04,,,,,,,,,,,
79.68,0.027,-0.031,0.04,-0.04,,,,,,,,,,,
79.73,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
79.78,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
79.83,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
79.88,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
79.93,0.027,-0.013,0.02,-0.02,,,,,,,,,,,
79.98,0.027,0.004,0.01,-0.01,,,,,,,,,,,
80.03,0.009,0.004,0,0,,,,,,,,,,,
80.08,-0.008,0.022,-0.01,0.01,,,,,,,,,,,
80.13,-0.008,0.022,-0.02,0.02,,,,,,,,,,,
80.18,-0.025,0.022,-0.03,0.03,,,,,,,,,,,
80.23,-0.025,0.022,-0.04,0.03,,,,,,,,,,,
80.28,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
80.33,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
80.38,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
80.43,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
80.48,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
80.53,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
80.58,-0.008,0.004,-0.01,0.01,,,,,,,,,,,
80.63,-0.008,-0.013,0,0,,,,,,,,,,,
80.68,0.009,-0.013,0.01,-0.01,,,,,,,,,,,
80.73,0.009,-0.013,0.02,-0.02,,,,,,,,,,,
80.78,0.027,-0.031,0.03,-0.03,,,,,,,,,,,
80.83,0.027,-0.031,0.03,-0.04,,,,,,,,,,,
80.88,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
80.93,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
80.98,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
81.03,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
81.08,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
81.13,0.027,0.004,0.02,-0.02,,,,,,,,,,,
81.18,0.009,0.004,0.01,-0.01,,,,,,,,,,,
81.23,0.009,0.022,0,0,,,,,,,,,,,
81.28,-0.008,0.022,-0.01,0.01,,,,,,,,,,,
81.33,-0.025,0.022,-0.02,0.02,,,,,,,,,,,
81.38,-0.025,0.022,-0.03,0.03,,,,,,,,,,,
81.43,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
81.48,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
81.53,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
81.58,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
81.63,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
81.68,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
81.73,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
81.78,-0.008,-0.013,-0.01,0.01,,,,,,,,,,,
81.83,0.009,-0.013,0,0,,,,,,,,,,,
81.88,0.009,-0.013,0.01,-0.01,,,,,,,,,,,
81.93,0.027,-0.031,0.02,-0.02,,,,,,,,,,,
81.98,0.027,-0.031,0.03,-0.03,,,,,,,,,,,
82.03,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
82.08,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
82.13,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
82.18,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
82.23,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
82.28,0.027,0.004,0.03,-0.03,,,,,,,,,,,
82.33,0.009,0.004,0.02,-0.02,,,,,,,,,,,
82.38,0.009,0.004,0.01,-0.01,,,,,,,,,,,
82.43,-0.008,0.022,0,0,,,,,,,,,,,
82.48,-0.025,0.022,-0.01,0.01,,,,,,,,,,,
82.53,-0.025,0.022,-0.02,0.02,,,,,,,,,,,
82.58,-0.025,0.022,-0.03,0.03,,,,,,,,,,,
82.63,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
82.68,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
82.73,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
82.78,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
82.83,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
82.88,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
82.93,-0.008,-0.013,-0.02,0.02,,,,,,,,,,,
82.98,0.009,-0.013,-0.01,0.01,,,,,,,,,,,
83.03,0.009,-0.013,0,0,,,,,,,,,,,
83.08,0.027,-0.031,0.01,-0.01,,,,,,,,,,,
83.13,0.027,-0.031,0.02,-0.02,,,,,,,,,,,
83.18,0.027,-0.031,0.03,-0.03,,,,,,,,,,,
83.23,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
83.28,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
83.33,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
83.38,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
83.43,0.027,0.004,0.03,-0.04,,,,,,,,,,,
83.48,0.009,0.004,0.03,-0.03,,,,,,,,,,,
83.53,0.009,0.004,0.02,-0.02,,,,,,,,,,,
83.58,-0.008,0.022,0.01,-0.01,,,,,,,,,,,
83.63,-0.008,0.022,0,0,,,,,,,,,,,
83.68,-0.025,0.022,-0.01,0.01,,,,,,,,,,,
83.73,-0.025,0.022,-0.02,0.02,,,,,,,,,,,
83.78,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
83.83,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
83.88,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
83.93,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
83.98,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
84.04,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
84.09,-0.008,-0.013,-0.03,0.03,,,,,,,,,,,
84.14,0.009,-0.013,-0.02,0.02,,,,,,,,,,,
84.19,0.009,-0.013,-0.01,0.01,,,,,,,,,,,
84.24,0.027,-0.031,0,0,,,,,,,,,,,
84.29,0.027,-0.031,0.01,-0.01,,,,,,,,,,,
84.34,0.027,-0.031,0.02,-0.02,,,,,,,,,,,
84.39,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
84.44,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
84.49,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
84.54,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
84.59,0.027,0.004,0.04,-0.04,,,,,,,,,,,
84.64,0.009,0.004,0.03,-0.04,,,,,,,,,,,
84.69,0.009,0.004,0.03,-0.03,,,,,,,,,,,
84.74,-0.008,0.022,0.02,-0.02,,,,,,,,,,,
84.79,-0.008,0.022,0.01,-0.01,,,,,,,,,,,
84.84,-0.025,0.022,0,0,,,,,,,,,,,
84.89,-0.025,0.022,-0.01,0.01,,,,,,,,,,,
84.94,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
84.99,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
85.04,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
85.09,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
85.14,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
85.19,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
85.24,-0.008,-0.013,-0.04,0.03,,,,,,,,,,,
85.29,-0.008,-0.013,-0.03,0.03,,,,,,,,,,,
85.34,0.009,-0.013,-0.02,0.02,,,,,,,,,,,
85.39,0.027,-0.031,-0.01,0.01,,,,,,,,,,,
85.44,0.027,-0.031,0,0,,,,,,,,,,,
85.49,0.027,-0.031,0.01,-0.01,,,,,,,,,,,
85.54,0.044,-0.031,0.02,-0.02,,,,,,,,,,,
85.59,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
85.64,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
85.69,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
85.74,0.027,0.004,0.04,-0.04,,,,,,,,,,,
85.79,0.009,0.004,0.04,-0.04,,,,,,,,,,,
85.84,0.009,0.004,0.03,-0.04,,,,,,,,,,,
85.89,-0.008,0.022,0.03,-0.03,,,,,,,,,,,
85.94,-0.008,0.022,0.02,-0.02,,,,,,,,,,,
85.99,-0.025,0.022,0.01,-0.01,,,,,,,,,,,
86.04,-0.025,0.022,0,0,,,,,,,,,,,
86.09,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
86.14,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
86.19,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
86.24,-0.025,0.022,-0.04,0.03,,,,,,,,,,,
86.29,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
86.34,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
86.39,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
86.44,-0.008,-0.013,-0.04,0.03,,,,,,,,,,,
86.49,0.009,-0.013,-0.03,0.03,,,,,,,,,,,
86.54,0.009,-0.031,-0.02,0.02,,,,,,,,,,,
86.59,0.027,-0.031,-0.01,0.01,,,,,,,,,,,
86.64,0.027,-0.031,0,0,,,,,,,,,,,
86.69,0.027,-0.031,0.01,-0.01,,,,,,,,,,,
86.74,0.044,-0.013,0.02,-0.02,,,,,,,,,,,
86.79,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
86.84,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
86.89,0.027,0.004,0.04,-0.04,,,,,,,,,,,
86.94,0.009,0.004,0.04,-0.04,,,,,,,,,,,
86.99,0.009,0.004,0.04,-0.04,,,,,,,,,,,
87.04,-0.008,0.022,0.03,-0.04,,,,,,,,,,,
87.09,-0.008,0.022,0.02,-0.03,,,,,,,,,,,
87.14,-0.025,0.022,0.02,-0.02,,,,,,,,,,,
87.19,-0.025,0.022,0.01,-0.01,,,,,,,,,,,
87.24,-0.025,0.022,0,0,,,,,,,,,,,
87.29,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
87.34,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
87.39,-0.025,0.022,-0.03,0.03,,,,,,,,,,,
87.44,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
87.49,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
87.54,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
87.59,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
87.64,0.009,-0.013,-0.04,0.03,,,,,,,,,,,
87.69,0.009,-0.031,-0.03,0.03,,,,,,,,,,,
87.74,0.027,-0.031,-0.02,0.02,,,,,,,,,,,
87.79,0.027,-0.031,-0.01,0.01,,,,,,,,,,,
87.84,0.027,-0.031,0,0,,,,,,,,,,,
87.89,0.044,-0.031,0.01,-0.01,,,,,,,,,,,
87.94,0.027,-0.013,0.02,-0.02,,,,,,,,,,,
87.99,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
88.04,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
88.09,0.009,0.004,0.04,-0.04,,,,,,,,,,,
88.14,0.009,0.004,0.04,-0.04,,,,,,,,,,,
88.19,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
88.24,-0.008,0.022,0.03,-0.04,,,,,,,,,,,
88.29,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
88.34,-0.025,0.022,0.02,-0.02,,,,,,,,,,,
88.39,-0.025,0.022,0.01,-0.01,,,,,,,,,,,
88.44,-0.043,0.022,0,0,,,,,,,,,,,
88.49,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
88.54,-0.025,0.022,-0.02,0.02,,,,,,,,,,,
88.59,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
88.64,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
88.69,-0.008,0.004,-0.04,0.04,,,,,,,,,,,
88.74,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
88.79,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
88.84,0.009,-0.013,-0.04,0.03,,,,,,,,,,,
88.89,0.027,-0.031,-0.03,0.02,,,,,,,,,,,
88.94,0.027,-0.031,-0.02,0.02,,,,,,,,,,,
88.99,0.027,-0.031,-0.01,0.01,,,,,,,,,,,
89.04,0.027,-0.031,0,0,,,,,,,,,,,
89.09,0.027,-0.013,0.01,-0.02,,,,,,,,,,,
89.14,0.027,-0.013,0.02,-0.02,,,,,,,,,,,
89.19,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
89.24,0.027,0.004,0.03,-0.04,,,,,,,,,,,
89.29,0.009,0.004,0.04,-0.04,,,,,,,,,,,
89.34,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
89.39,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
89.44,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
89.49,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
89.54,-0.025,0.022,0.02,-0.02,,,,,,,,,,,
89.59,-0.025,0.022,0.01,-0.01,,,,,,,,,,,
89.64,-0.043,0.022,-0.01,0,,,,,,,,,,,
89.69,-0.025,0.022,-0.02,0.01,,,,,,,,,,,
89.74,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
89.79,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
89.84,-0.008,0.004,-0.04,0.03,,,,,,,,,,,
89.89,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
89.94,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
89.99,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
90.04,0.027,-0.031,-0.04,0.03,,,,,,,,,,,
90.09,0.027,-0.031,-0.03,0.02,,,,,,,,,,,
90.14,0.027,-0.031,-0.02,0.02,,,,,,,,,,,
90.19,0.027,-0.031,-0.01,0.01,,,,,,,,,,,
90.24,0.027,-0.013,0,0,,,,,,,,,,,
90.29,0.027,-0.013,0.01,-0.02,,,,,,,,,,,
90.34,0.027,-0.013,0.02,-0.03,,,,,,,,,,,
90.39,0.027,0.004,0.03,-0.03,,,,,,,,,,,
90.44,0.009,0.004,0.03,-0.04,,,,,,,,,,,
90.49,0.009,0.022,0.04,-0.04,,,,,,,,,,,
90.54,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
90.59,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
90.64,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
90.69,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
90.74,-0.025,0.022,0.02,-0.02,,,,,,,,,,,
90.79,-0.043,0.022,0.01,-0.01,,,,,,,,,,,
90.84,-0.025,0.022,-0.01,0,,,,,,,,,,,
90.89,-0.025,0.004,-0.02,0.01,,,,,,,,,,,
90.94,-0.025,0.004,-0.03,0.02,,,,,,,,,,,
90.99,-0.008,0.004,-0.03,0.03,,,,,,,,,,,
91.04,-0.008,-0.013,-0.04,0.03,,,,,,,,,,,
91.09,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
91.14,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
91.19,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
91.24,0.027,-0.031,-0.04,0.03,,,,,,,,,,,
91.29,0.027,-0.031,-0.03,0.02,,,,,,,,,,,
91.34,0.027,-0.031,-0.02,0.02,,,,,,,,,,,
91.39,0.027,-0.013,-0.01,0.01,,,,,,,,,,,
91.44,0.027,-0.013,0,-0.01,,,,,,,,,,,
91.49,0.027,-0.013,0.01,-0.02,,,,,,,,,,,
91.54,0.027,0.004,0.02,-0.03,,,,,,,,,,,
91.59,0.009,0.004,0.03,-0.03,,,,,,,,,,,
91.64,0.009,0.022,0.03,-0.04,,,,,,,,,,,
91.69,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
91.74,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
91.79,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
91.84,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
91.89,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
91.94,-0.025,0.022,0.02,-0.02,,,,,,,,,,,
91.99,-0.025,0.022,0.01,-0.01,,,,,,,,,,,
92.04,-0.025,0.004,-0.01,0,,,,,,,,,,,
92.09,-0.025,0.004,-0.02,0.01,,,,,,,,,,,
92.14,-0.008,0.004,-0.03,0.02,,,,,,,,,,,
92.19,-0.008,-0.013,-0.03,0.03,,,,,,,,,,,
92.24,0.009,-0.013,-0.04,0.03,,,,,,,,,,,
92.29,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
92.34,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
92.39,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
92.44,0.027,-0.031,-0.04,0.03,,,,,,,,,,,
92.49,0.027,-0.031,-0.03,0.02,,,,,,,,,,,
92.54,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
92.59,0.027,-0.013,-0.01,0,,,,,,,,,,,
92.64,0.027,-0.013,0,-0.01,,,,,,,,,,,
92.69,0.027,0.004,0.01,-0.02,,,,,,,,,,,
92.74,0.009,0.004,0.02,-0.03,,,,,,,,,,,
92.79,0.009,0.004,0.03,-0.03,,,,,,,,,,,
92.84,-0.008,0.022,0.03,-0.04,,,,,,,,,,,
92.89,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
92.94,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
92.99,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
93.04,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
93.09,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
93.14,-0.025,0.022,0.01,-0.02,,,,,,,,,,,
93.19,-0.025,0.004,0,-0.01,,,,,,,,,,,
93.24,-0.025,0.004,-0.01,0,,,,,,,,,,,
93.29,-0.008,0.004,-0.02,0.01,,,,,,,,,,,
93.34,-0.008,-0.013,-0.03,0.02,,,,,,,,,,,
93.39,0.009,-0.013,-0.03,0.03,,,,,,,,,,,
93.44,0.009,-0.013,-0.04,0.03,,,,,,,,,,,
93.49,0.009,-0.031,-0.04,0.04,,,,,,,,,,,
93.54,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
93.59,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
93.64,0.027,-0.031,-0.04,0.03,,,,,,,,,,,
93.69,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
93.74,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
93.79,0.027,-0.013,-0.01,0,,,,,,,,,,,
93.84,0.027,0.004,0,-0.01,,,,,,,,,,,
93.89,0.009,0.004,0.01,-0.02,,,,,,,,,,,
93.94,0.009,0.004,0.02,-0.03,,,,,,,,,,,
93.99,-0.008,0.022,0.03,-0.03,,,,,,,,,,,
94.04,-0.008,0.022,0.03,-0.04,,,,,,,,,,,
94.09,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
94.14,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
94.19,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
94.24,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
94.29,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
94.34,-0.025,0.022,0.01,-0.02,,,,,,,,,,,
94.39,-0.025,0.004,0,-0.01,,,,,,,,,,,
94.44,-0.025,0.004,-0.01,0,,,,,,,,,,,
94.49,-0.008,-0.013,-0.02,0.01,,,,,,,,,,,
94.54,-0.008,-0.013,-0.03,0.02,,,,,,,,,,,
94.59,0.009,-0.013,-0.03,0.03,,,,,,,,,,,
94.64,0.009,-0.031,-0.04,0.03,,,,,,,,,,,
94.69,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
94.74,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
94.79,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
94.84,0.027,-0.013,-0.04,0.03,,,,,,,,,,,
94.89,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
94.94,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
94.99,0.027,0.004,-0.01,0,,,,,,,,,,,
95.04,0.009,0.004,0,-0.01,,,,,,,,,,,
95.09,0.009,0.004,0.01,-0.02,,,,,,,,,,,
95.14,-0.008,0.022,0.02,-0.03,,,,,,,,,,,
95.19,-0.008,0.022,0.03,-0.03,,,,,,,,,,,
95.24,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
95.29,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
95.34,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
95.39,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
95.44,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
95.49,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
95.54,-0.025,0.004,0.01,-0.02,,,,,,,,,,,
95.59,-0.025,0.004,0,-0.01,,,,,,,,,,,
95.64,-0.008,-0.013,-0.01,0,,,,,,,,,,,
95.69,-0.008,-0.013,-0.02,0.01,,,,,,,,,,,
95.74,0.009,-0.013,-0.03,0.02,,,,,,,,,,,
95.79,0.009,-0.031,-0.03,0.03,,,,,,,,,,,
95.84,0.027,-0.031,-0.04,0.03,,,,,,,,,,,
95.89,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
95.94,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
95.99,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
96.04,0.027,-0.013,-0.04,0.03,,,,,,,,,,,
