time,angle1 data,angle2 data,angle1 solution,angle2 solution,angle1a data,angle2a data,angle1a solution,angle2a solution
66.8,0.209,-0.157,0.065,-0.062,0.1313,-0.1011,0.07,-0.07
66.85,0.192,-0.14,0.037,-0.03,0.1143,-0.0841,0.04,-0.04
66.9,0.175,-0.122,0.005,0.004,0.0973,-0.0661,0.01,0
66.95,0.14,-0.105,-0.026,0.037,0.0623,-0.0491,-0.02,0.03
67,0.105,-0.07,-0.057,0.068,0.0273,-0.0141,-0.05,0.06
67.05,0.07,-0.035,-0.083,0.094,-0.0077,0.0209,-0.08,0.09
67.1,0.035,-0.017,-0.104,0.113,-0.0427,0.0389,-0.1,0.11
67.15,0,0.017,-0.119,0.124,-0.0777,0.0729,-0.12,0.12
67.2,-0.017,0.035,-0.125,0.127,-0.0947,0.0909,-0.12,0.13
67.25,-0.035,0.052,-0.123,0.121,-0.1127,0.1079,-0.12,0.12
67.3,-0.052,0.052,-0.113,0.107,-0.1297,0.1079,-0.11,0.11
67.35,-0.052,0.052,-0.095,0.085,-0.1297,0.1079,-0.1,0.09
67.4,-0.035,0.052,-0.071,0.057,-0.1127,0.1079,-0.07,0.06
67.45,-0.017,0.035,-0.042,0.025,-0.0947,0.0909,-0.05,0.03
67.5,0,0,-0.01,-0.008,-0.0777,0.0559,-0.02,0
67.55,0.035,-0.017,0.022,-0.042,-0.0427,0.0389,0.02,-0.04
67.6,0.07,-0.052,0.053,-0.072,-0.0077,0.0039,0.05,-0.07
67.65,0.105,-0.087,0.08,-0.097,0.0273,-0.0311,0.08,-0.09
67.7,0.14,-0.105,0.101,-0.116,0.0623,-0.0491,0.1,-0.11
67.75,0.157,-0.14,0.116,-0.127,0.0793,-0.0841,0.11,-0.13
67.8,0.192,-0.157,0.122,-0.13,0.1143,-0.1011,0.12,-0.13
67.85,0.192,-0.157,0.12,-0.124,0.1143,-0.1011,0.12,-0.13
67.9,0.209,-0.175,0.11,-0.109,0.1313,-0.1191,0.11,-0.11
67.95,0.209,-0.157,0.092,-0.087,0.1313,-0.1011,0.09,-0.09
68,0.192,-0.157,0.068,-0.06,0.1143,-0.1011,0.07,-0.07
68.05,0.175,-0.122,0.039,-0.029,0.0973,-0.0661,0.04,-0.03
68.1,0.14,-0.105,0.006,0.005,0.0623,-0.0491,0.01,0
68.15,0.105,-0.07,-0.026,0.037,0.0273,-0.0141,-0.02,0.03
68.2,0.07,-0.052,-0.057,0.067,-0.0077,0.0039,-0.05,0.06
68.25,0.035,-0.017,-0.085,0.092,-0.0427,0.0389,-0.08,0.09
68.3,0.017,0,-0.107,0.111,-0.0607,0.0559,-0.1,0.11
68.35,-0.017,0.035,-0.121,0.122,-0.0947,0.0909,-0.12,0.12
68.4,-0.035,0.052,-0.128,0.124,-0.1127,0.1079,-0.13,0.12
68.45,-0.052,0.052,-0.126,0.118,-0.1297,0.1079,-0.13,0.12
68.5,-0.052,0.052,-0.116,0.104,-0.1297,0.1079,-0.12,0.11
68.55,-0.035,0.052,-0.098,0.082,-0.1127,0.1079,-0.1,0.09
68.6,-0.035,0.035,-0.073,0.055,-0.1127,0.0909,-0.08,0.06
68.65,0,0,-0.043,0.024,-0.0777,0.0559,-0.05,0.03
68.7,0.035,-0.017,-0.011,-0.009,-0.0427,0.0389,-0.02,0
68.75,0.052,-0.052,0.022,-0.041,-0.0257,0.0039,0.02,-0.04
68.8,0.087,-0.07,0.054,-0.07,0.0093,-0.0141,0.05,-0.07
68.85,0.122,-0.105,0.082,-0.095,0.0443,-0.0491,0.08,-0.09
68.9,0.157,-0.122,0.104,-0.113,0.0793,-0.0661,0.1,-0.11
68.95,0.175,-0.157,0.119,-0.124,0.0973,-0.1011,0.12,-0.12
69,0.192,-0.157,0.125,-0.127,0.1143,-0.1011,0.12,-0.13
69.05,0.209,-0.175,0.123,-0.12,0.1313,-0.1191,0.12,-0.12
69.1,0.209,-0.157,0.113,-0.106,0.1313,-0.1011,0.11,-0.11
69.15,0.192,-0.157,0.094,-0.085,0.1143,-0.1011,0.1,-0.09
69.2,0.175,-0.14,0.069,-0.058,0.0973,-0.0841,0.07,-0.06
69.25,0.14,-0.105,0.039,-0.028,0.0623,-0.0491,0.04,-0.03
69.3,0.122,-0.087,0.006,0.004,0.0443,-0.0311,0.01,0
69.35,0.087,-0.052,-0.027,0.036,0.0093,0.0039,-0.02,0.03
69.4,0.052,-0.017,-0.059,0.065,-0.0257,0.0389,-0.06,0.06
69.45,0.017,0,-0.087,0.09,-0.0607,0.0559,-0.08,0.08
69.5,-0.017,0.035,-0.11,0.108,-0.0947,0.0909,-0.11,0.1
69.55,-0.035,0.035,-0.125,0.118,-0.1127,0.0909,-0.12,0.12
69.6,-0.052,0.052,-0.131,0.121,-0.1297,0.1079,-0.13,0.12
69.65,-0.052,0.052,-0.129,0.115,-0.1297,0.1079,-0.13,0.12
69.7,-0.052,0.052,-0.118,0.101,-0.1297,0.1079,-0.12,0.1
69.75,-0.035,0.035,-0.099,0.08,-0.1127,0.0909,-0.1,0.08
69.8,0,0.017,-0.074,0.054,-0.0777,0.0729,-0.08,0.06
69.85,0.017,-0.017,-0.043,0.024,-0.0607,0.0389,-0.05,0.03
69.9,0.052,-0.052,-0.01,-0.008,-0.0257,0.0039,-0.01,0
69.95,0.087,-0.07,0.024,-0.039,0.0093,-0.0141,0.02,-0.03
70,0.122,-0.105,0.056,-0.068,0.0443,-0.0491,0.05,-0.06
70.05,0.157,-0.122,0.085,-0.092,0.0793,-0.0661,0.08,-0.09
70.1,0.175,-0.14,0.107,-0.11,0.0973,-0.0841,0.1,-0.11
70.15,0.192,-0.157,0.122,-0.121,0.1143,-0.1011,0.12,-0.12
70.2,0.209,-0.157,0.128,-0.124,0.1313,-0.1011,0.13,-0.12
70.25,0.209,-0.157,0.126,-0.118,0.1313,-0.1011,0.13,-0.12
70.3,0.192,-0.157,0.115,-0.105,0.1143,-0.1011,0.12,-0.11
70.35,0.175,-0.14,0.095,-0.084,0.0973,-0.0841,0.1,-0.09
70.4,0.157,-0.105,0.069,-0.058,0.0793,-0.0491,0.07,-0.06
70.45,0.122,-0.087,0.038,-0.029,0.0443,-0.0311,0.04,-0.03
70.5,0.087,-0.052,0.005,0.003,0.0093,0.0039,0.01,0
70.55,0.052,-0.017,-0.03,0.034,-0.0257,0.0389,-0.03,0.03
70.6,0.017,0,-0.062,0.062,-0.0607,0.0559,-0.06,0.06
70.65,-0.017,0.017,-0.09,0.086,-0.0947,0.0729,-0.09,0.08
70.7,-0.035,0.035,-0.113,0.104,-0.1127,0.0909,-0.11,0.1
70.75,-0.052,0.052,-0.128,0.115,-0.1297,0.1079,-0.13,0.11
70.8,-0.052,0.052,-0.134,0.118,-0.1297,0.1079,-0.13,0.12
70.85,-0.052,0.052,-0.131,0.113,-0.1297,0.1079,-0.13,0.11
70.9,-0.035,0.035,-0.119,0.1,-0.1127,0.0909,-0.12,0.1
70.95,0,0.017,-0.1,0.08,-0.0777,0.0729,-0.1,0.08
71,0.017,-0.017,-0.073,0.055,-0.0607,0.0389,-0.08,0.06
71.05,0.052,-0.035,-0.042,0.025,-0.0257,0.0209,-0.05,0.03
71.1,0.087,-0.07,-0.008,-0.006,0.0093,-0.0141,-0.01,0
71.15,0.122,-0.105,0.027,-0.037,0.0443,-0.0491,0.02,-0.03
71.2,0.157,-0.122,0.059,-0.065,0.0793,-0.0661,0.06,-0.06
71.25,0.175,-0.14,0.088,-0.089,0.0973,-0.0841,0.08,-0.08
71.3,0.192,-0.157,0.11,-0.107,0.1143,-0.1011,0.11,-0.1
71.35,0.209,-0.157,0.125,-0.118,0.1313,-0.1011,0.12,-0.12
71.4,0.209,-0.157,0.131,-0.121,0.1313,-0.1011,0.13,-0.12
71.45,0.192,-0.157,0.127,-0.116,0.1143,-0.1011,0.13,-0.12
71.5,0.175,-0.14,0.115,-0.104,0.0973,-0.0841,0.12,-0.11
71.55,0.157,-0.122,0.095,-0.084,0.0793,-0.0661,0.1,-0.09
71.6,0.122,-0.087,0.068,-0.059,0.0443,-0.0311,0.07,-0.07
71.65,0.087,-0.052,0.037,-0.031,0.0093,0.0039,0.04,-0.04
71.7,0.052,-0.035,0.002,0,-0.0257,0.0209,0.01,-0.01
71.75,0.017,0,-0.033,0.031,-0.0607,0.0559,-0.03,0.02
71.8,0,0.017,-0.065,0.059,-0.0777,0.0729,-0.06,0.05
71.85,-0.035,0.035,-0.094,0.083,-0.1127,0.0909,-0.09,0.08
71.9,-0.035,0.052,-0.116,0.102,-0.1127,0.1079,-0.11,0.1
71.95,-0.052,0.052,-0.13,0.113,-0.1297,0.1079,-0.13,0.11
72,-0.052,0.052,-0.136,0.116,-0.1297,0.1079,-0.14,0.12
72.05,-0.035,0.035,-0.132,0.112,-0.1127,0.0909,-0.13,0.11
72.1,-0.017,0.017,-0.119,0.1,-0.0947,0.0729,-0.12,0.1
72.15,0.017,0,-0.099,0.081,-0.0607,0.0559,-0.1,0.09
72.2,0.052,-0.035,-0.072,0.056,-0.0257,0.0209,-0.07,0.06
72.25,0.087,-0.07,-0.04,0.028,0.0093,-0.0141,-0.04,0.03
72.3,0.122,-0.087,-0.005,-0.003,0.0443,-0.0311,-0.01,0
72.35,0.14,-0.122,0.03,-0.033,0.0623,-0.0661,0.03,-0.03
72.4,0.175,-0.14,0.063,-0.062,0.0973,-0.0841,0.06,-0.06
72.45,0.192,-0.157,0.091,-0.086,0.1143,-0.1011,0.09,-0.08
72.5,0.209,-0.157,0.113,-0.105,0.1313,-0.1011,0.11,-0.1
72.55,0.209,-0.157,0.127,-0.116,0.1313,-0.1011,0.12,-0.12
72.6,0.192,-0.157,0.132,-0.12,0.1143,-0.1011,0.13,-0.12
72.65,0.175,-0.14,0.128,-0.116,0.0973,-0.0841,0.13,-0.12
72.7,0.157,-0.122,0.115,-0.105,0.0793,-0.0661,0.12,-0.11
72.75,0.122,-0.087,0.094,-0.086,0.0443,-0.0311,0.09,-0.09
72.8,0.087,-0.07,0.066,-0.062,0.0093,-0.0141,0.07,-0.07
72.85,0.052,-0.035,0.034,-0.033,-0.0257,0.0209,0.04,-0.04
72.9,0.017,0,-0.001,-0.003,-0.0607,0.0559,0,-0.01
72.95,0,0.017,-0.036,0.028,-0.0777,0.0729,-0.03,0.02
73,-0.017,0.035,-0.068,0.056,-0.0947,0.0909,-0.07,0.05
73.05,-0.035,0.052,-0.096,0.081,-0.1127,0.1079,-0.09,0.08
73.1,-0.052,0.052,-0.118,0.1,-0.1297,0.1079,-0.12,0.1
73.15,-0.052,0.052,-0.131,0.112,-0.1297,0.1079,-0.13,0.11
73.2,-0.035,0.035,-0.136,0.116,-0.1127,0.0909,-0.14,0.12
73.25,-0.017,0.017,-0.131,0.112,-0.0947,0.0729,-0.13,0.12
73.3,0.017,0,-0.118,0.101,-0.0607,0.0559,-0.12,0.11
73.35,0.052,-0.035,-0.097,0.083,-0.0257,0.0209,-0.1,0.09
73.4,0.07,-0.07,-0.069,0.059,-0.0077,-0.0141,-0.07,0.07
73.45,0.105,-0.087,-0.037,0.031,0.0273,-0.0311,-0.04,0.04
73.5,0.14,-0.122,-0.002,0,0.0623,-0.0661,-0.01,0.01
73.55,0.175,-0.14,0.033,-0.03,0.0973,-0.0841,0.03,-0.02
73.6,0.192,-0.157,0.065,-0.059,0.1143,-0.1011,0.06,-0.05
73.65,0.192,-0.157,0.093,-0.084,0.1143,-0.1011,0.09,-0.08
73.7,0.209,-0.157,0.114,-0.103,0.1313,-0.1011,0.11,-0.1
73.75,0.192,-0.157,0.127,-0.116,0.1143,-0.1011,0.12,-0.12
73.8,0.175,-0.14,0.131,-0.12,0.0973,-0.0841,0.13,-0.12
73.85,0.157,-0.122,0.127,-0.117,0.0793,-0.0661,0.12,-0.12
73.9,0.122,-0.087,0.113,-0.106,0.0443,-0.0311,0.11,-0.11
73.95,0.105,-0.07,0.091,-0.088,0.0273,-0.0141,0.09,-0.1
74,0.07,-0.035,0.063,-0.065,-0.0077,0.0209,0.06,-0.07
74.05,0.035,-0.017,0.031,-0.036,-0.0427,0.0389,0.03,-0.05
74.1,0,0.017,-0.004,-0.006,-0.0777,0.0729,0,-0.01
74.15,-0.017,0.035,-0.038,0.025,-0.0947,0.0909,-0.04,0.02
74.2,-0.035,0.052,-0.071,0.054,-0.1127,0.1079,-0.07,0.05
74.25,-0.052,0.052,-0.098,0.079,-0.1297,0.1079,-0.09,0.07
74.3,-0.052,0.052,-0.119,0.099,-0.1297,0.1079,-0.12,0.1
74.35,-0.035,0.035,-0.131,0.112,-0.1127,0.0909,-0.13,0.11
74.4,-0.017,0.017,-0.135,0.117,-0.0947,0.0729,-0.13,0.12
74.45,0.017,0,-0.13,0.114,-0.0607,0.0559,-0.13,0.12
74.5,0.035,-0.035,-0.116,0.104,-0.0427,0.0209,-0.12,0.11
74.55,0.07,-0.052,-0.094,0.086,-0.0077,0.0039,-0.09,0.09
74.6,0.105,-0.087,-0.066,0.062,0.0273,-0.0311,-0.07,0.07
74.65,0.14,-0.105,-0.033,0.034,0.0623,-0.0491,-0.04,0.04
74.7,0.157,-0.14,0.001,0.003,0.0793,-0.0841,0,0.01
74.75,0.192,-0.157,0.035,-0.028,0.1143,-0.1011,0.03,-0.02
74.8,0.192,-0.157,0.067,-0.057,0.1143,-0.1011,0.06,-0.05
74.85,0.209,-0.157,0.094,-0.083,0.1313,-0.1011,0.09,-0.08
74.9,0.192,-0.157,0.114,-0.103,0.1143,-0.1011,0.11,-0.1
74.95,0.175,-0.14,0.127,-0.116,0.0973,-0.0841,0.12,-0.12
75,0.157,-0.122,0.13,-0.122,0.0793,-0.0661,0.13,-0.13
75.05,0.14,-0.105,0.124,-0.12,0.0623,-0.0491,0.12,-0.13
75.1,0.105,-0.07,0.11,-0.109,0.0273,-0.0141,0.11,-0.12
75.15,0.07,-0.035,0.088,-0.092,-0.0077,0.0209,0.09,-0.1
75.2,0.035,-0.017,0.06,-0.068,-0.0427,0.0389,0.06,-0.08
75.25,0,0.017,0.028,-0.039,-0.0777,0.0729,0.03,-0.05
75.3,-0.017,0.035,-0.007,-0.009,-0.0947,0.0909,0,-0.02
75.35,-0.035,0.052,-0.041,0.023,-0.1127,0.1079,-0.04,0.02
75.4,-0.052,0.052,-0.072,0.052,-0.1297,0.1079,-0.07,0.05
75.45,-0.052,0.052,-0.098,0.079,-0.1297,0.1079,-0.09,0.08
75.5,-0.035,0.035,-0.118,0.099,-0.1127,0.0909,-0.11,0.1
75.55,-0.017,0.017,-0.13,0.113,-0.0947,0.0729,-0.12,0.11
75.6,0,0,-0.133,0.119,-0.0777,0.0559,-0.13,0.12
75.65,0.035,-0.017,-0.127,0.117,-0.0427,0.0389,-0.12,0.12
75.7,0.07,-0.052,-0.113,0.107,-0.0077,0.0039,-0.11,0.11
75.75,0.105,-0.087,-0.091,0.089,0.0273,-0.0311,-0.09,0.1
75.8,0.14,-0.105,-0.063,0.065,0.0623,-0.0491,-0.06,0.07
75.85,0.157,-0.14,-0.031,0.037,0.0793,-0.0841,-0.03,0.04
75.9,0.175,-0.157,0.003,0.005,0.0973,-0.1011,0,0.01
75.95,0.192,-0.157,0.037,-0.026,0.1143,-0.1011,0.03,-0.02
76,0.209,-0.157,0.068,-0.056,0.1313,-0.1011,0.06,-0.05
76.05,0.192,-0.157,0.094,-0.083,0.1143,-0.1011,0.09,-0.08
76.1,0.192,-0.14,0.113,-0.104,0.1143,-0.0841,0.11,-0.11
76.15,0.157,-0.122,0.125,-0.118,0.0793,-0.0661,0.12,-0.12
76.2,0.14,-0.105,0.127,-0.125,0.0623,-0.0491,0.12,-0.13
76.25,0.105,-0.07,0.121,-0.123,0.0273,-0.0141,0.12,-0.13
76.3,0.07,-0.052,0.107,-0.112,-0.0077,0.0039,0.1,-0.12
76.35,0.035,-0.017,0.085,-0.095,-0.0427,0.0389,0.08,-0.1
76.4,0.017,0,0.057,-0.071,-0.0607,0.0559,0.06,-0.08
76.45,-0.017,0.035,0.025,-0.042,-0.0947,0.0909,0.03,-0.05
76.5,-0.035,0.035,-0.008,-0.01,-0.1127,0.0909,0,-0.02
76.55,-0.035,0.052,-0.041,0.022,-0.1127,0.1079,-0.03,0.02
76.6,-0.052,0.052,-0.072,0.052,-0.1297,0.1079,-0.06,0.05
76.65,-0.035,0.035,-0.097,0.079,-0.1127,0.0909,-0.09,0.08
76.7,-0.017,0.017,-0.116,0.101,-0.0947,0.0729,-0.11,0.1
76.75,0,0,-0.128,0.115,-0.0777,0.0559,-0.12,0.12
76.8,0.035,-0.017,-0.13,0.122,-0.0427,0.0389,-0.13,0.13
76.85,0.07,-0.052,-0.124,0.12,-0.0077,0.0039,-0.12,0.13
76.9,0.105,-0.087,-0.11,0.11,0.0273,-0.0311,-0.11,0.12
76.95,0.122,-0.105,-0.088,0.092,0.0443,-0.0491,-0.09,0.1
77,0.157,-0.122,-0.06,0.068,0.0793,-0.0661,-0.06,0.07
77.05,0.175,-0.14,-0.029,0.039,0.0973,-0.0841,-0.03,0.04
77.1,0.192,-0.157,0.004,0.007,0.1143,-0.1011,0,0.01
77.15,0.192,-0.157,0.037,-0.026,0.1143,-0.1011,0.03,-0.02
77.2,0.192,-0.157,0.067,-0.057,0.1143,-0.1011,0.06,-0.06
77.25,0.192,-0.14,0.092,-0.084,0.1143,-0.0841,0.08,-0.09
77.3,0.157,-0.122,0.111,-0.106,0.0793,-0.0661,0.1,-0.11
77.35,0.14,-0.105,0.122,-0.121,0.0623,-0.0491,0.11,-0.13
77.4,0.105,-0.07,0.124,-0.128,0.0273,-0.0141,0.12,-0.13
77.45,0.07,-0.052,0.118,-0.126,-0.0077,0.0039,0.11,-0.13
77.5,0.035,-0.017,0.104,-0.115,-0.0427,0.0389,0.1,-0.12
77.55,0.017,0,0.082,-0.097,-0.0607,0.0559,0.08,-0.1
77.6,-0.017,0.017,0.055,-0.073,-0.0947,0.0729,0.06,-0.08
77.65,-0.035,0.035,0.024,-0.043,-0.1127,0.0909,0.03,-0.05
77.7,-0.035,0.052,-0.009,-0.011,-0.1127,0.1079,0,-0.01
77.75,-0.052,0.052,-0.041,0.022,-0.1297,0.1079,-0.03,0.02
77.8,-0.035,0.035,-0.07,0.054,-0.1127,0.0909,-0.06,0.05
77.85,-0.017,0.035,-0.095,0.081,-0.0947,0.0909,-0.09,0.08
77.9,0,0,-0.114,0.104,-0.0777,0.0559,-0.11,0.11
77.95,0.035,-0.017,-0.124,0.118,-0.0427,0.0389,-0.12,0.12
78,0.07,-0.052,-0.127,0.125,-0.0077,0.0039,-0.12,0.13
78.05,0.087,-0.07,-0.121,0.123,0.0093,-0.0141,-0.12,0.13
78.1,0.122,-0.105,-0.107,0.113,0.0443,-0.0491,-0.11,0.12
78.15,0.157,-0.122,-0.086,0.094,0.0793,-0.0661,-0.09,0.1
78.2,0.175,-0.14,-0.059,0.069,0.0973,-0.0841,-0.07,0.07
78.25,0.192,-0.157,-0.028,0.039,0.1143,-0.1011,-0.04,0.04
78.3,0.192,-0.157,0.004,0.006,0.1143,-0.1011,-0.01,0.01
78.35,0.192,-0.157,0.036,-0.027,0.1143,-0.1011,0.02,-0.03
78.4,0.192,-0.157,0.065,-0.059,0.1143,-0.1011,0.05,-0.06
78.45,0.175,-0.14,0.09,-0.087,0.0973,-0.0841,0.08,-0.09
78.5,0.14,-0.105,0.108,-0.109,0.0623,-0.0491,0.1,-0.11
78.55,0.105,-0.087,0.119,-0.124,0.0273,-0.0311,0.11,-0.13
78.6,0.087,-0.052,0.121,-0.131,0.0093,0.0039,0.12,-0.14
78.65,0.052,-0.017,0.115,-0.129,-0.0257,0.0389,0.11,-0.13
78.7,0.017,0,0.101,-0.118,-0.0607,0.0559,0.1,-0.12
78.75,-0.017,0.017,0.081,-0.099,-0.0947,0.0729,0.08,-0.1
78.8,-0.035,0.035,0.054,-0.074,-0.1127,0.0909,0.06,-0.08
78.85,-0.035,0.052,0.024,-0.043,-0.1127,0.1079,0.03,-0.05
78.9,-0.035,0.052,-0.008,-0.01,-0.1127,0.1079,0,-0.01
78.95,-0.035,0.035,-0.039,0.024,-0.1127,0.0909,-0.03,0.02
79,-0.017,0.035,-0.068,0.056,-0.0947,0.0909,-0.06,0.06
79.05,0,0.017,-0.092,0.084,-0.0777,0.0729,-0.08,0.09
79.1,0.035,-0.017,-0.111,0.107,-0.0427,0.0389,-0.1,0.11
79.15,0.052,-0.035,-0.121,0.122,-0.0257,0.0209,-0.12,0.12
79.2,0.087,-0.07,-0.124,0.128,0.0093,-0.0141,-0.12,0.13
79.25,0.122,-0.105,-0.118,0.126,0.0443,-0.0491,-0.12,0.13
79.3,0.157,-0.122,-0.105,0.115,0.0793,-0.0661,-0.11,0.12
79.35,0.175,-0.14,-0.084,0.095,0.0973,-0.0841,-0.09,0.1
79.4,0.192,-0.157,-0.058,0.07,0.1143,-0.1011,-0.07,0.07
79.45,0.192,-0.157,-0.029,0.039,0.1143,-0.1011,-0.04,0.04
79.5,0.192,-0.157,0.003,0.005,0.1143,-0.1011,-0.01,0
79.55,0.192,-0.157,0.034,-0.029,0.1143,-0.1011,0.02,-0.03
79.6,0.175,-0.14,0.062,-0.062,0.0973,-0.0841,0.05,-0.06
79.65,0.14,-0.105,0.087,-0.09,0.0623,-0.0491,0.08,-0.09
79.7,0.122,-0.087,0.105,-0.112,0.0443,-0.0311,0.1,-0.11
79.75,0.087,-0.052,0.116,-0.127,0.0093,0.0039,0.11,-0.13
79.8,0.052,-0.035,0.118,-0.134,-0.0257,0.0209,0.12,-0.14
79.85,0.017,0,0.113,-0.131,-0.0607,0.0559,0.11,-0.13
79.9,0,0.017,0.1,-0.119,-0.0777,0.0729,0.1,-0.12
79.95,-0.017,0.035,0.08,-0.1,-0.0947,0.0909,0.09,-0.1
80,-0.035,0.052,0.055,-0.073,-0.1127,0.1079,0.06,-0.07
80.05,-0.035,0.052,0.025,-0.042,-0.1127,0.1079,0.04,-0.04
80.1,-0.035,0.052,-0.006,-0.008,-0.1127,0.1079,0.01,-0.01
80.15,-0.017,0.035,-0.037,0.026,-0.0947,0.0909,-0.02,0.03
80.2,0,0.017,-0.065,0.059,-0.0777,0.0729,-0.05,0.06
80.25,0.017,-0.017,-0.089,0.087,-0.0607,0.0389,-0.08,0.09
80.3,0.052,-0.035,-0.107,0.11,-0.0257,0.0209,-0.1,0.11
80.35,0.087,-0.07,-0.118,0.124,0.0093,-0.0141,-0.11,0.12
80.4,0.122,-0.087,-0.122,0.13,0.0443,-0.0311,-0.12,0.13
80.45,0.14,-0.122,-0.117,0.127,0.0623,-0.0661,-0.12,0.13
80.5,0.175,-0.14,-0.104,0.115,0.0973,-0.0841,-0.11,0.11
80.55,0.192,-0.157,-0.084,0.095,0.1143,-0.1011,-0.09,0.09
80.6,0.192,-0.157,-0.059,0.069,0.1143,-0.1011,-0.07,0.07
80.65,0.192,-0.157,-0.03,0.037,0.1143,-0.1011,-0.04,0.03
80.7,0.192,-0.157,0,0.003,0.1143,-0.1011,-0.01,0
80.75,0.175,-0.14,0.031,-0.032,0.0973,-0.0841,0.02,-0.03
80.8,0.14,-0.122,0.059,-0.065,0.0623,-0.0661,0.05,-0.07
80.85,0.122,-0.087,0.083,-0.093,0.0443,-0.0311,0.07,-0.09
80.9,0.087,-0.052,0.102,-0.115,0.0093,0.0039,0.1,-0.12
80.95,0.052,-0.035,0.113,-0.13,-0.0257,0.0209,0.11,-0.13
81,0.017,0,0.117,-0.135,-0.0607,0.0559,0.12,-0.13
81.05,0,0.017,0.112,-0.132,-0.0777,0.0729,0.12,-0.13
81.1,-0.017,0.035,0.1,-0.12,-0.0947,0.0909,0.11,-0.12
81.15,-0.035,0.052,0.081,-0.099,-0.1127,0.1079,0.09,-0.1
81.2,-0.035,0.052,0.056,-0.072,-0.1127,0.1079,0.07,-0.07
81.25,-0.035,0.052,0.027,-0.04,-0.1127,0.1079,0.04,-0.04
81.3,-0.017,0.035,-0.003,-0.005,-0.0947,0.0909,0.01,0
81.35,0,0.017,-0.034,0.029,-0.0777,0.0729,-0.02,0.03
81.4,0.017,0,-0.062,0.062,-0.0607,0.0559,-0.05,0.06
81.45,0.052,-0.035,-0.086,0.09,-0.0257,0.0209,-0.08,0.09
81.5,0.087,-0.07,-0.105,0.112,0.0093,-0.0141,-0.1,0.11
81.55,0.122,-0.087,-0.116,0.126,0.0443,-0.0311,-0.12,0.12
81.6,0.14,-0.122,-0.12,0.132,0.0623,-0.0661,-0.12,0.13
81.65,0.175,-0.14,-0.116,0.128,0.0973,-0.0841,-0.12,0.12
81.7,0.192,-0.157,-0.104,0.115,0.1143,-0.1011,-0.11,0.11
81.75,0.192,-0.157,-0.086,0.094,0.1143,-0.1011,-0.1,0.09
81.8,0.192,-0.157,-0.061,0.067,0.1143,-0.1011,-0.08,0.06
81.85,0.192,-0.157,-0.033,0.034,0.1143,-0.1011,-0.05,0.03
81.9,0.175,-0.14,-0.003,0,0.0973,-0.0841,-0.02,0
81.95,0.157,-0.122,0.028,-0.035,0.0793,-0.0661,0.02,-0.04
82,0.122,-0.087,0.056,-0.068,0.0443,-0.0311,0.05,-0.07
82.05,0.087,-0.07,0.081,-0.096,0.0093,-0.0141,0.07,-0.09
82.1,0.052,-0.035,0.1,-0.117,-0.0257,0.0209,0.1,-0.11
82.15,0.035,-0.017,0.112,-0.131,-0.0427,0.0389,0.11,-0.13
82.2,0,0.017,0.116,-0.136,-0.0777,0.0729,0.12,-0.13
82.25,-0.017,0.035,0.112,-0.132,-0.0947,0.0909,0.12,-0.13
82.3,-0.035,0.035,0.101,-0.118,-0.1127,0.0909,0.11,-0.11
82.35,-0.035,0.052,0.083,-0.097,-0.1127,0.1079,0.1,-0.09
82.4,-0.035,0.052,0.059,-0.069,-0.1127,0.1079,0.07,-0.07
82.45,-0.035,0.035,0.03,-0.037,-0.1127,0.0909,0.04,-0.04
82.5,0,0.017,0,-0.002,-0.0777,0.0729,0.01,0
82.55,0.017,0,-0.03,0.033,-0.0607,0.0559,-0.02,0.03
82.6,0.052,-0.035,-0.059,0.065,-0.0257,0.0209,-0.05,0.06
82.65,0.087,-0.052,-0.084,0.093,0.0093,0.0039,-0.08,0.09
82.7,0.105,-0.087,-0.103,0.114,0.0273,-0.0311,-0.1,0.11
82.75,0.14,-0.105,-0.116,0.127,0.0623,-0.0491,-0.12,0.12
82.8,0.157,-0.14,-0.12,0.132,0.0793,-0.0841,-0.13,0.12
82.85,0.175,-0.157,-0.117,0.127,0.0973,-0.1011,-0.13,0.12
82.9,0.192,-0.157,-0.106,0.113,0.1143,-0.1011,-0.12,0.11
82.95,0.192,-0.157,-0.088,0.092,0.1143,-0.1011,-0.1,0.09
83,0.192,-0.157,-0.064,0.064,0.1143,-0.1011,-0.08,0.06
83.05,0.175,-0.14,-0.036,0.031,0.0973,-0.0841,-0.05,0.03
83.1,0.157,-0.122,-0.006,-0.003,0.0793,-0.0661,-0.02,0
83.15,0.122,-0.087,0.025,-0.038,0.0443,-0.0311,0.02,-0.03
83.2,0.087,-0.07,0.054,-0.07,0.0093,-0.0141,0.05,-0.06
83.25,0.07,-0.035,0.079,-0.098,-0.0077,0.0209,0.08,-0.09
83.3,0.035,-0.017,0.099,-0.118,-0.0427,0.0389,0.1,-0.11
83.35,0,0.017,0.112,-0.131,-0.0777,0.0729,0.12,-0.12
83.4,-0.017,0.035,0.117,-0.135,-0.0947,0.0909,0.12,-0.13
83.45,-0.035,0.035,0.114,-0.13,-0.1127,0.0909,0.12,-0.12
83.5,-0.035,0.052,0.103,-0.116,-0.1127,0.1079,0.12,-0.11
83.55,-0.035,0.052,0.085,-0.094,-0.1127,0.1079,0.1,-0.09
83.6,-0.035,0.035,0.062,-0.066,-0.1127,0.0909,0.07,-0.06
